date,visitor_count,day_of_week,month,day_of_year
2025-03-24,1043,Monday,3,83
2025-03-25,1032,Tuesday,3,84
2025-03-26,1107,Wednesday,3,85
2025-03-27,1153,Thursday,3,86
2025-03-28,1062,Friday,3,87
2025-03-29,1725,Saturday,3,88
2025-03-30,2132,Sunday,3,89
2025-03-31,831,Monday,3,90
2025-04-01,1198,Tuesday,4,91
2025-04-02,800,Wednesday,4,92
2025-04-03,1149,Thursday,4,93
2025-04-04,814,Friday,4,94
2025-04-05,1579,Saturday,4,95
2025-04-06,1546,Sunday,4,96
2025-04-07,1111,Monday,4,97
2025-04-08,1159,Tuesday,4,98
2025-04-09,921,Wednesday,4,99
2025-04-10,1055,Thursday,4,100
2025-04-11,1087,Friday,4,101
2025-04-12,1863,Saturday,4,102
2025-04-13,1497,Sunday,4,103
2025-04-14,820,Monday,4,104
2025-04-15,812,Tuesday,4,105
2025-04-16,1091,Wednesday,4,106
2025-04-17,1095,Thursday,4,107
2025-04-18,950,Friday,4,108
2025-04-19,1994,Saturday,4,109
2025-04-20,1926,Sunday,4,110
2025-04-21,1028,Monday,4,111
2025-04-22,831,Tuesday,4,112
2025-04-23,1148,Wednesday,4,113
2025-04-24,1052,Thursday,4,114
2025-04-25,927,Friday,4,115
2025-04-26,1760,Saturday,4,116
2025-04-27,2090,Sunday,4,117
2025-04-28,1192,Monday,4,118
2025-04-29,1132,Tuesday,4,119
2025-04-30,1109,Wednesday,4,120
2025-05-01,860,Thursday,5,121
2025-05-02,900,Friday,5,122
2025-05-03,1619,Saturday,5,123
2025-05-04,1706,Sunday,5,124
2025-05-05,821,Monday,5,125
2025-05-06,864,Tuesday,5,126
2025-05-07,1061,Wednesday,5,127
2025-05-08,947,Thursday,5,128
2025-05-09,980,Friday,5,129
2025-05-10,1466,Saturday,5,130
2025-05-11,1508,Sunday,5,131
2025-05-12,904,Monday,5,132
2025-05-13,1109,Tuesday,5,133
2025-05-14,1094,Wednesday,5,134
2025-05-15,1065,Thursday,5,135
2025-05-16,1069,Friday,5,136
2025-05-17,1901,Saturday,5,137
2025-05-18,1834,Sunday,5,138
2025-05-19,880,Monday,5,139
2025-05-20,831,Tuesday,5,140
2025-05-21,1023,Wednesday,5,141
2025-05-22,1058,Thursday,5,142
2025-05-23,1076,Friday,5,143
2025-05-24,1563,Saturday,5,144
2025-05-25,1512,Sunday,5,145
2025-05-26,1160,Monday,5,146
2025-05-27,984,Tuesday,5,147
2025-05-28,894,Wednesday,5,148
2025-05-29,839,Thursday,5,149
2025-05-30,920,Friday,5,150
2025-05-31,1664,Saturday,5,151
2025-06-01,1972,Sunday,6,152
2025-06-02,1115,Monday,6,153
2025-06-03,885,Tuesday,6,154
2025-06-04,866,Wednesday,6,155
2025-06-05,1065,Thursday,6,156
2025-06-06,1114,Friday,6,157
2025-06-07,1543,Saturday,6,158
2025-06-08,2144,Sunday,6,159
2025-06-09,1135,Monday,6,160
2025-06-10,1190,Tuesday,6,161
2025-06-11,1100,Wednesday,6,162
2025-06-12,919,Thursday,6,163
2025-06-13,1053,Friday,6,164
2025-06-14,1553,Saturday,6,165
2025-06-15,1759,Sunday,6,166
2025-06-16,977,Monday,6,167
2025-06-17,1198,Tuesday,6,168
2025-06-18,1098,Wednesday,6,169
2025-06-19,1044,Thursday,6,170
2025-06-20,854,Friday,6,171
2025-06-21,1491,Saturday,6,172
2025-06-22,2103,Sunday,6,173
2025-06-23,1049,Monday,6,174
2025-06-24,1055,Tuesday,6,175
2025-06-25,1107,Wednesday,6,176
2025-06-26,1047,Thursday,6,177
2025-06-27,1189,Friday,6,178
2025-06-28,1999,Saturday,6,179
2025-06-29,1941,Sunday,6,180
2025-06-30,1112,Monday,6,181
2025-07-01,1015,Tuesday,7,182
2025-07-02,1253,Wednesday,7,183
2025-07-03,1169,Thursday,7,184
2025-07-04,1323,Friday,7,185
2025-07-05,1761,Saturday,7,186
2025-07-06,2431,Sunday,7,187
2025-07-07,1294,Monday,7,188
2025-07-08,1246,Tuesday,7,189
2025-07-09,1005,Wednesday,7,190
2025-07-10,1136,Thursday,7,191
2025-07-11,980,Friday,7,192
2025-07-12,2542,Saturday,7,193
2025-07-13,1740,Sunday,7,194
2025-07-14,1218,Monday,7,195
2025-07-15,1286,Tuesday,7,196
2025-07-16,1086,Wednesday,7,197
2025-07-17,999,Thursday,7,198
2025-07-18,1107,Friday,7,199
2025-07-19,1836,Saturday,7,200
2025-07-20,1978,Sunday,7,201
2025-07-21,1315,Monday,7,202
2025-07-22,977,Tuesday,7,203
2025-07-23,1012,Wednesday,7,204
2025-07-24,1366,Thursday,7,205
2025-07-25,987,Friday,7,206
2025-07-26,1886,Saturday,7,207
2025-07-27,2007,Sunday,7,208
2025-07-28,1063,Monday,7,209
2025-07-29,1393,Tuesday,7,210
2025-07-30,1021,Wednesday,7,211
2025-07-31,1003,Thursday,7,212
2025-08-01,1091,Friday,8,213
2025-08-02,1919,Saturday,8,214
2025-08-03,2454,Sunday,8,215
2025-08-04,960,Monday,8,216
2025-08-05,1341,Tuesday,8,217
2025-08-06,1289,Wednesday,8,218
2025-08-07,1311,Thursday,8,219
2025-08-08,1019,Friday,8,220
2025-08-09,2061,Saturday,8,221
2025-08-10,2064,Sunday,8,222
2025-08-11,1317,Monday,8,223
2025-08-12,1277,Tuesday,8,224
2025-08-13,1262,Wednesday,8,225
2025-08-14,1386,Thursday,8,226
2025-08-15,1141,Friday,8,227
2025-08-16,1931,Saturday,8,228
2025-08-17,2539,Sunday,8,229
2025-08-18,1126,Monday,8,230
2025-08-19,1268,Tuesday,8,231
2025-08-20,1225,Wednesday,8,232
2025-08-21,1145,Thursday,8,233
2025-08-22,1431,Friday,8,234
2025-08-23,2223,Saturday,8,235
2025-08-24,2040,Sunday,8,236
2025-08-25,1339,Monday,8,237
2025-08-26,1176,Tuesday,8,238
2025-08-27,1378,Wednesday,8,239
2025-08-28,1203,Thursday,8,240
2025-08-29,1202,Friday,8,241
2025-08-30,2206,Saturday,8,242
2025-08-31,2382,Sunday,8,243
2025-09-01,1109,Monday,9,244
2025-09-02,885,Tuesday,9,245
2025-09-03,883,Wednesday,9,246
2025-09-04,1104,Thursday,9,247
2025-09-05,1199,Friday,9,248
2025-09-06,1447,Saturday,9,249
2025-09-07,1653,Sunday,9,250
2025-09-08,852,Monday,9,251
2025-09-09,1102,Tuesday,9,252
2025-09-10,968,Wednesday,9,253
2025-09-11,1075,Thursday,9,254
2025-09-12,1190,Friday,9,255
2025-09-13,1963,Saturday,9,256
2025-09-14,2117,Sunday,9,257
2025-09-15,862,Monday,9,258
2025-09-16,876,Tuesday,9,259
2025-09-17,910,Wednesday,9,260
2025-09-18,988,Thursday,9,261
2025-09-19,814,Friday,9,262
2025-09-20,1713,Saturday,9,263
2025-09-21,1571,Sunday,9,264
2025-09-22,1014,Monday,9,265
2025-09-23,987,Tuesday,9,266
2025-09-24,987,Wednesday,9,267
2025-09-25,1121,Thursday,9,268
2025-09-26,1167,Friday,9,269
2025-09-27,2055,Saturday,9,270
2025-09-28,1677,Sunday,9,271
2025-09-29,1054,Monday,9,272
2025-09-30,1021,Tuesday,9,273
2025-10-01,960,Wednesday,10,274
2025-10-02,963,Thursday,10,275
2025-10-03,1041,Friday,10,276
2025-10-04,1854,Saturday,10,277
2025-10-05,1574,Sunday,10,278
2025-10-06,909,Monday,10,279
2025-10-07,1005,Tuesday,10,280
2025-10-08,920,Wednesday,10,281
2025-10-09,834,Thursday,10,282
2025-10-10,1064,Friday,10,283
2025-10-11,1659,Saturday,10,284
2025-10-12,2045,Sunday,10,285
2025-10-13,970,Monday,10,286
2025-10-14,839,Tuesday,10,287
2025-10-15,1026,Wednesday,10,288
2025-10-16,983,Thursday,10,289
2025-10-17,829,Friday,10,290
2025-10-18,2087,Saturday,10,291
2025-10-19,1894,Sunday,10,292
2025-10-20,819,Monday,10,293
2025-10-21,1027,Tuesday,10,294
2025-10-22,1041,Wednesday,10,295
2025-10-23,980,Thursday,10,296
2025-10-24,1119,Friday,10,297
2025-10-25,1876,Saturday,10,298
2025-10-26,1578,Sunday,10,299
2025-10-27,1079,Monday,10,300
2025-10-28,976,Tuesday,10,301
2025-10-29,1070,Wednesday,10,302
2025-10-30,1040,Thursday,10,303
2025-10-31,1133,Friday,10,304
2025-11-01,1079,Saturday,11,305
2025-11-02,1175,Sunday,11,306
2025-11-03,685,Monday,11,307
2025-11-04,636,Tuesday,11,308
2025-11-05,504,Wednesday,11,309
2025-11-06,641,Thursday,11,310
2025-11-07,625,Friday,11,311
2025-11-08,881,Saturday,11,312
2025-11-09,1060,Sunday,11,313
2025-11-10,493,Monday,11,314
2025-11-11,684,Tuesday,11,315
2025-11-12,579,Wednesday,11,316
2025-11-13,522,Thursday,11,317
2025-11-14,542,Friday,11,318
2025-11-15,864,Saturday,11,319
2025-11-16,1053,Sunday,11,320
2025-11-17,490,Monday,11,321
2025-11-18,705,Tuesday,11,322
2025-11-19,515,Wednesday,11,323
2025-11-20,480,Thursday,11,324
2025-11-21,552,Friday,11,325
2025-11-22,1038,Saturday,11,326
2025-11-23,951,Sunday,11,327
2025-11-24,662,Monday,11,328
2025-11-25,518,Tuesday,11,329
2025-11-26,508,Wednesday,11,330
2025-11-27,701,Thursday,11,331
2025-11-28,535,Friday,11,332
2025-11-29,1253,Saturday,11,333
2025-11-30,970,Sunday,11,334
2025-12-01,1391,Monday,12,335
2025-12-02,1495,Tuesday,12,336
2025-12-03,1677,Wednesday,12,337
2025-12-04,1371,Thursday,12,338
2025-12-05,1201,Friday,12,339
2025-12-06,2672,Saturday,12,340
2025-12-07,2939,Sunday,12,341
2025-12-08,1552,Monday,12,342
2025-12-09,1531,Tuesday,12,343
2025-12-10,1474,Wednesday,12,344
2025-12-11,1385,Thursday,12,345
2025-12-12,1365,Friday,12,346
2025-12-13,2282,Saturday,12,347
2025-12-14,3013,Sunday,12,348
2025-12-15,1239,Monday,12,349
2025-12-16,1748,Tuesday,12,350
2025-12-17,1465,Wednesday,12,351
2025-12-18,1792,Thursday,12,352
2025-12-19,1761,Friday,12,353
2025-12-20,2555,Saturday,12,354
2025-12-21,3121,Sunday,12,355
2025-12-22,1736,Monday,12,356
2025-12-23,1482,Tuesday,12,357
2025-12-24,1686,Wednesday,12,358
2025-12-25,1529,Thursday,12,359
2025-12-26,1625,Friday,12,360
2025-12-27,2169,Saturday,12,361
2025-12-28,3156,Sunday,12,362
2025-12-29,1378,Monday,12,363
2025-12-30,1761,Tuesday,12,364
2025-12-31,1288,Wednesday,12,365
